County Name,Date,Year,Month,Day,Hour,PM2.5,PM10,NO2,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_100m (km/h),Average Traffic Density
Los Angeles,2021-01-06,2021,1,6,0,33.3,8.0,24.4,13.4,59,0.0,5.8,
Los Angeles,2021-01-06,2021,1,6,1,32.5,0.0,23.0,13.0,59,0.0,3.7,
Los Angeles,2021-01-06,2021,1,6,2,29.8,15.0,22.1,12.9,55,0.0,5.2,
Los Angeles,2021-01-06,2021,1,6,3,31.3,3.0,22.2,12.9,51,0.0,5.8,
Los Angeles,2021-01-06,2021,1,6,4,35.5,8.0,23.3,12.7,55,0.0,3.6,
Los Angeles,2021-01-06,2021,1,6,5,36.7,4.0,24.8,13.2,51,0.0,5.8,
Los Angeles,2021-01-06,2021,1,6,6,33.2,0.0,26.2,10.8,61,0.0,5.4,
Los Angeles,2021-01-06,2021,1,6,7,30.3,3.0,32.1,10.6,58,0.0,5.2,
Los Angeles,2021-01-06,2021,1,6,8,45.5,5.0,25.3,12.8,47,0.0,2.9,
Los Angeles,2021-01-06,2021,1,6,9,36.5,26.0,17.8,13.9,51,0.0,4.7,
Los Angeles,2021-01-06,2021,1,6,10,34.1,24.0,17.2,16.4,47,0.0,1.8,
Los Angeles,2021-01-06,2021,1,6,11,24.3,17.0,13.7,18.7,40,0.0,1.9,
Los Angeles,2021-01-06,2021,1,6,12,25.9,20.0,9.6,20.1,36,0.0,5.1,
Los Angeles,2021-01-06,2021,1,6,13,18.1,15.0,17.2,20.9,34,0.0,6.0,
Los Angeles,2021-01-06,2021,1,6,14,10.6,23.0,10.3,21.0,34,0.0,8.0,
Los Angeles,2021-01-06,2021,1,6,15,7.1,38.0,10.6,20.2,38,0.0,8.7,
Los Angeles,2021-01-06,2021,1,6,16,8.6,55.0,11.7,19.1,55,0.0,7.7,
Los Angeles,2021-01-06,2021,1,6,17,12.2,47.0,14.0,15.4,76,0.0,9.5,
Los Angeles,2021-01-06,2021,1,6,18,13.2,44.0,20.2,14.6,82,0.0,5.9,
Los Angeles,2021-01-06,2021,1,6,19,15.6,22.0,30.6,15.1,79,0.0,2.4,
Los Angeles,2021-01-06,2021,1,6,20,17.8,23.0,30.8,11.9,91,0.0,8.4,
Los Angeles,2021-01-06,2021,1,6,21,37.0,10.0,30.1,11.2,90,0.0,7.1,
Los Angeles,2021-01-06,2021,1,6,22,32.8,8.0,25.6,10.5,84,0.0,6.8,
Los Angeles,2021-01-06,2021,1,6,23,25.4,6.0,26.5,9.1,80,0.0,12.1,
Los Angeles,2021-01-07,2021,1,7,0,27.6,9.0,25.3,9.6,71,0.0,8.0,
Los Angeles,2021-01-07,2021,1,7,1,20.0,9.0,26.1,13.0,54,0.0,9.2,
Los Angeles,2021-01-07,2021,1,7,2,15.3,3.0,25.2,12.1,52,0.0,11.3,
Los Angeles,2021-01-07,2021,1,7,3,11.7,2.0,24.5,11.7,47,0.0,12.0,
Los Angeles,2021-01-07,2021,1,7,4,9.2,4.0,22.4,12.2,42,0.0,9.6,
Los Angeles,2021-01-07,2021,1,7,5,8.0,0.0,26.2,8.8,58,0.0,12.7,
Los Angeles,2021-01-07,2021,1,7,6,8.7,2.0,28.3,8.1,59,0.0,7.9,
Los Angeles,2021-01-07,2021,1,7,7,11.7,24.0,29.7,6.9,66,0.0,5.5,
Los Angeles,2021-01-07,2021,1,7,8,28.1,3.0,30.3,9.5,62,0.0,3.3,
Los Angeles,2021-01-07,2021,1,7,9,34.0,14.0,33.7,12.5,52,0.0,2.2,
Los Angeles,2021-01-07,2021,1,7,10,37.0,25.0,35.7,14.7,43,0.0,6.9,
Los Angeles,2021-01-07,2021,1,7,11,34.1,17.0,38.7,16.8,38,0.0,6.9,
Los Angeles,2021-01-07,2021,1,7,12,31.1,19.0,28.2,19.4,31,0.0,8.2,
Los Angeles,2021-01-07,2021,1,7,13,24.7,22.0,30.6,21.0,28,0.0,8.7,
Los Angeles,2021-01-07,2021,1,7,14,21.5,23.0,32.0,21.5,27,0.0,8.6,
Los Angeles,2021-01-07,2021,1,7,15,17.6,27.0,31.4,20.1,37,0.0,9.1,
Los Angeles,2021-01-07,2021,1,7,16,20.3,33.0,31.0,18.8,53,0.0,8.4,
Los Angeles,2021-01-07,2021,1,7,17,28.2,25.0,27.3,14.6,75,0.0,9.2,
Los Angeles,2021-01-07,2021,1,7,18,21.3,18.0,29.5,14.2,74,0.0,7.0,
Los Angeles,2021-01-07,2021,1,7,19,20.0,16.0,27.7,13.5,70,0.0,1.8,
Los Angeles,2021-01-07,2021,1,7,20,15.6,6.0,23.4,11.3,78,0.0,6.5,
Los Angeles,2021-01-07,2021,1,7,21,21.5,6.0,26.3,10.5,73,0.0,5.8,
Los Angeles,2021-01-07,2021,1,7,22,25.4,3.0,29.0,10.5,64,0.0,6.9,
Los Angeles,2021-01-07,2021,1,7,23,24.2,0.0,27.6,13.2,45,0.0,7.6,
Los Angeles,2021-01-08,2021,1,8,0,27.6,1.0,26.1,14.5,38,0.0,6.4,
Los Angeles,2021-01-08,2021,1,8,1,25.9,5.0,22.2,13.9,38,0.0,8.1,
Los Angeles,2021-01-08,2021,1,8,2,26.6,3.0,22.5,12.7,41,0.0,5.4,
Los Angeles,2021-01-08,2021,1,8,3,25.7,3.0,25.0,12.0,42,0.0,3.3,
Los Angeles,2021-01-08,2021,1,8,4,14.6,6.0,26.8,12.0,45,0.0,5.4,
Los Angeles,2021-01-08,2021,1,8,5,12.9,7.0,26.9,11.3,49,0.0,8.0,
Los Angeles,2021-01-08,2021,1,8,6,17.5,5.0,26.9,11.4,48,0.0,10.5,
Los Angeles,2021-01-08,2021,1,8,7,13.8,-2.0,31.9,11.5,47,0.0,10.5,
Los Angeles,2021-01-08,2021,1,8,8,12.9,18.0,37.0,9.6,67,0.0,10.6,
Los Angeles,2021-01-08,2021,1,8,9,15.0,17.0,34.5,12.0,49,0.0,13.5,
Los Angeles,2021-01-08,2021,1,8,10,21.0,23.0,37.0,14.1,43,0.0,11.0,
Los Angeles,2021-01-08,2021,1,8,11,22.7,22.0,44.5,16.2,38,0.0,8.4,
Los Angeles,2021-01-08,2021,1,8,12,25.9,15.0,44.3,17.5,37,0.0,0.7,
Los Angeles,2021-01-08,2021,1,8,13,26.4,32.0,30.3,19.1,33,0.0,7.3,
Los Angeles,2021-01-08,2021,1,8,14,29.1,31.0,24.9,20.1,38,0.0,12.2,
Los Angeles,2021-01-08,2021,1,8,15,21.6,38.0,17.0,18.8,51,0.0,20.4,
Los Angeles,2021-01-08,2021,1,8,16,12.4,46.0,17.1,16.2,52,0.0,11.1,
Los Angeles,2021-01-08,2021,1,8,17,12.2,42.0,26.0,13.4,71,0.0,8.3,
Los Angeles,2021-01-08,2021,1,8,18,18.1,41.0,5.7,14.8,57,0.0,15.3,
Los Angeles,2021-01-08,2021,1,8,19,32.6,40.0,3.1,11.9,64,0.0,14.3,
Los Angeles,2021-01-08,2021,1,8,20,33.6,33.0,2.2,12.2,57,0.0,6.5,
Los Angeles,2021-01-08,2021,1,8,21,37.0,35.0,1.9,10.1,68,0.0,2.3,
Los Angeles,2021-01-08,2021,1,8,22,33.8,36.0,2.0,10.0,58,0.0,10.2,
Los Angeles,2021-01-08,2021,1,8,23,39.1,29.0,2.6,9.1,56,0.0,12.2,
Los Angeles,2021-01-09,2021,1,9,0,37.9,28.0,7.3,7.3,68,0.0,2.6,
Los Angeles,2021-01-09,2021,1,9,1,30.5,16.0,15.6,6.4,70,0.0,8.3,
Los Angeles,2021-01-09,2021,1,9,2,35.2,5.0,3.5,5.9,71,0.0,8.1,
Los Angeles,2021-01-09,2021,1,9,3,35.7,24.0,3.6,7.3,59,0.0,6.8,
Los Angeles,2021-01-09,2021,1,9,4,33.7,5.0,6.5,9.6,52,0.0,3.8,
Los Angeles,2021-01-09,2021,1,9,5,32.2,9.0,10.9,6.1,65,0.0,1.0,
Los Angeles,2021-01-09,2021,1,9,6,32.9,18.0,27.0,6.0,64,0.0,7.6,
Los Angeles,2021-01-09,2021,1,9,7,34.9,22.0,22.2,4.9,71,0.0,12.0,
Los Angeles,2021-01-09,2021,1,9,8,32.9,28.0,16.7,7.4,59,0.0,7.5,
Los Angeles,2021-01-09,2021,1,9,9,28.3,44.0,25.4,12.5,47,0.0,8.3,
Los Angeles,2021-01-09,2021,1,9,10,26.6,34.0,23.4,15.0,42,0.0,3.4,
Los Angeles,2021-01-09,2021,1,9,11,24.7,41.0,20.8,17.8,36,0.0,7.9,
Los Angeles,2021-01-09,2021,1,9,12,9.8,43.0,4.5,20.4,27,0.0,13.6,
Los Angeles,2021-01-09,2021,1,9,13,12.9,33.0,3.4,22.0,23,0.0,12.5,
Los Angeles,2021-01-09,2021,1,9,14,11.5,38.0,3.9,22.6,23,0.0,13.0,
Los Angeles,2021-01-09,2021,1,9,15,7.4,39.0,4.6,22.4,25,0.0,15.7,
Los Angeles,2021-01-09,2021,1,9,16,7.1,34.0,4.8,20.0,31,0.0,18.9,
Los Angeles,2021-01-09,2021,1,9,17,12.7,31.0,5.4,16.1,50,0.0,20.4,
Los Angeles,2021-01-09,2021,1,9,18,17.1,26.0,3.7,15.6,53,0.0,5.4,
Los Angeles,2021-01-09,2021,1,9,19,31.1,25.0,3.3,12.3,59,0.0,3.7,
Los Angeles,2021-01-09,2021,1,9,20,64.0,22.0,3.1,9.6,56,0.0,4.0,
Los Angeles,2021-01-09,2021,1,9,21,65.7,26.0,3.2,8.6,53,0.0,5.8,
Los Angeles,2021-01-09,2021,1,9,22,60.8,21.0,5.5,8.6,50,0.0,9.0,
Los Angeles,2021-01-09,2021,1,9,23,63.5,13.0,3.9,7.8,52,0.0,7.6,
Los Angeles,2021-01-10,2021,1,10,0,52.1,13.0,2.5,7.2,52,0.0,8.0,
Los Angeles,2021-01-10,2021,1,10,1,49.4,13.0,3.4,6.9,50,0.0,9.4,
Los Angeles,2021-01-10,2021,1,10,2,33.2,9.0,2.1,6.3,55,0.0,9.7,
Los Angeles,2021-01-10,2021,1,10,3,28.3,3.0,1.5,5.7,57,0.0,4.7,
Los Angeles,2021-01-10,2021,1,10,4,26.3,1.0,3.1,6.0,58,0.0,7.5,
Los Angeles,2021-01-10,2021,1,10,5,20.4,16.0,6.2,6.1,58,0.0,5.3,
Los Angeles,2021-01-10,2021,1,10,6,15.2,2.0,11.3,6.4,56,0.0,6.4,
Los Angeles,2021-01-10,2021,1,10,7,17.7,2.0,12.1,7.5,47,0.0,1.5,
Los Angeles,2021-01-10,2021,1,10,8,16.5,3.0,7.2,9.0,57,0.0,1.5,
Los Angeles,2021-01-10,2021,1,10,9,12.2,21.0,5.0,11.4,38,0.0,1.6,
Los Angeles,2021-01-10,2021,1,10,10,10.0,12.0,3.5,13.9,33,0.0,1.5,
Los Angeles,2021-01-10,2021,1,10,11,10.3,15.0,3.1,17.1,24,0.0,4.3,
Los Angeles,2021-01-10,2021,1,10,12,8.3,19.0,4.3,19.0,20,0.0,6.4,
Los Angeles,2021-01-10,2021,1,10,13,5.2,20.0,7.5,20.1,19,0.0,8.3,
Los Angeles,2021-01-10,2021,1,10,14,3.9,21.0,6.6,20.5,18,0.0,7.7,
Los Angeles,2021-01-10,2021,1,10,15,5.7,14.0,5.2,20.5,18,0.0,7.9,
Los Angeles,2021-01-10,2021,1,10,16,7.4,11.0,3.3,19.6,24,0.0,5.8,
Los Angeles,2021-01-10,2021,1,10,17,7.1,17.0,3.8,15.6,40,0.0,11.6,
Los Angeles,2021-01-10,2021,1,10,18,11.0,10.0,14.8,13.3,50,0.0,10.4,
Los Angeles,2021-01-10,2021,1,10,19,11.0,10.0,25.9,15.3,30,0.0,6.1,
Los Angeles,2021-01-10,2021,1,10,20,27.4,8.0,30.3,13.8,37,0.0,2.4,
Los Angeles,2021-01-10,2021,1,10,21,34.5,8.0,27.7,10.6,54,0.0,10.8,
Los Angeles,2021-01-10,2021,1,10,22,35.5,8.0,24.6,9.3,59,0.0,11.2,
Los Angeles,2021-01-10,2021,1,10,23,26.1,7.0,21.7,8.9,56,0.0,10.4,
Los Angeles,2021-01-11,2021,1,11,0,29.8,8.0,23.5,8.2,57,0.0,11.2,
Los Angeles,2021-01-11,2021,1,11,1,29.3,5.0,14.9,7.7,57,0.0,8.7,
Los Angeles,2021-01-11,2021,1,11,2,31.3,6.0,10.6,6.9,60,0.0,9.7,
Los Angeles,2021-01-11,2021,1,11,3,17.2,9.0,12.2,6.1,63,0.0,4.0,
Los Angeles,2021-01-11,2021,1,11,4,15.7,9.0,13.8,6.3,61,0.0,8.3,
Los Angeles,2021-01-11,2021,1,11,5,13.6,3.0,21.8,7.0,58,0.0,11.3,
Los Angeles,2021-01-11,2021,1,11,6,11.6,1.0,16.0,7.3,54,0.0,5.6,
Los Angeles,2021-01-11,2021,1,11,7,16.7,18.0,29.5,5.9,63,0.0,2.6,
Los Angeles,2021-01-11,2021,1,11,8,18.4,15.0,29.3,7.6,58,0.0,5.3,
Los Angeles,2021-01-11,2021,1,11,9,19.2,14.0,26.9,10.7,46,0.0,5.6,
Los Angeles,2021-01-11,2021,1,11,10,18.0,28.0,25.4,13.9,34,0.0,4.3,
Los Angeles,2021-01-11,2021,1,11,11,12.9,18.0,16.7,16.7,25,0.0,1.3,
Los Angeles,2021-01-11,2021,1,11,12,9.3,17.0,7.8,18.6,21,0.0,2.5,
Los Angeles,2021-01-11,2021,1,11,13,6.4,21.0,4.4,20.2,19,0.0,2.9,
Los Angeles,2021-01-11,2021,1,11,14,6.1,20.0,3.9,20.9,18,0.0,6.0,
Los Angeles,2021-01-11,2021,1,11,15,3.9,22.0,5.0,20.8,19,0.0,8.5,
Los Angeles,2021-01-11,2021,1,11,16,6.1,20.0,7.6,20.0,24,0.0,10.5,
Los Angeles,2021-01-11,2021,1,11,17,8.3,20.0,15.2,16.4,37,0.0,14.0,
Los Angeles,2021-01-11,2021,1,11,18,9.3,27.0,28.5,14.2,52,0.0,15.2,
Los Angeles,2021-01-11,2021,1,11,19,10.3,15.0,29.6,16.6,32,0.0,8.0,
Los Angeles,2021-01-11,2021,1,11,20,18.3,12.0,33.4,16.2,33,0.0,0.8,
Los Angeles,2021-01-11,2021,1,11,21,15.6,11.0,32.8,12.1,50,0.0,6.6,
Los Angeles,2021-01-11,2021,1,11,22,20.7,12.0,28.4,10.8,50,0.0,17.9,
Los Angeles,2021-01-11,2021,1,11,23,35.0,12.0,22.0,10.8,47,0.0,23.7,
Los Angeles,2021-01-12,2021,1,12,0,25.2,10.0,13.8,10.4,47,0.0,23.1,
Los Angeles,2021-01-12,2021,1,12,1,16.8,9.0,12.6,10.0,49,0.0,22.3,
Los Angeles,2021-01-12,2021,1,12,2,9.0,7.0,14.3,9.8,49,0.0,15.8,
Los Angeles,2021-01-12,2021,1,12,3,15.2,11.0,15.1,10.8,44,0.0,10.9,
Los Angeles,2021-01-12,2021,1,12,4,18.4,10.0,14.9,12.2,34,0.0,7.9,
Los Angeles,2021-01-12,2021,1,12,5,13.3,7.0,27.6,10.2,42,0.0,12.6,
Los Angeles,2021-01-12,2021,1,12,6,19.9,7.0,34.5,8.4,48,0.0,15.3,
Los Angeles,2021-01-12,2021,1,12,7,22.9,3.0,33.9,7.5,49,0.0,15.9,
Los Angeles,2021-01-12,2021,1,12,8,12.8,21.0,27.7,9.7,50,0.0,14.8,
Los Angeles,2021-01-12,2021,1,12,9,11.9,14.0,12.0,14.3,31,0.0,11.7,
Los Angeles,2021-01-12,2021,1,12,10,10.5,27.0,9.1,17.4,23,0.0,9.2,
Los Angeles,2021-01-12,2021,1,12,11,11.0,19.0,9.0,19.3,19,0.0,6.5,
Los Angeles,2021-01-12,2021,1,12,12,8.1,14.0,14.8,20.4,18,0.0,4.8,
Los Angeles,2021-01-12,2021,1,12,13,6.1,12.0,22.0,21.1,17,0.0,3.1,
Los Angeles,2021-01-12,2021,1,12,14,8.3,10.0,26.6,21.6,16,0.0,1.3,
Los Angeles,2021-01-12,2021,1,12,15,6.6,12.0,23.0,21.4,17,0.0,1.8,
Los Angeles,2021-01-12,2021,1,12,16,9.3,24.0,20.2,19.6,22,0.0,6.8,
Los Angeles,2021-01-12,2021,1,12,17,12.7,18.0,20.5,17.0,34,0.0,8.8,
Los Angeles,2021-01-12,2021,1,12,18,15.8,17.0,31.0,15.8,40,0.0,13.4,
Los Angeles,2021-01-12,2021,1,12,19,15.8,8.0,34.0,14.7,50,0.0,8.9,
Los Angeles,2021-01-12,2021,1,12,20,17.0,10.0,32.4,15.1,40,0.0,4.7,
Los Angeles,2021-01-12,2021,1,12,21,22.2,10.0,32.6,12.7,48,0.0,7.2,
Los Angeles,2021-01-12,2021,1,12,22,25.4,9.0,29.3,12.0,47,0.0,4.3,
Los Angeles,2021-01-12,2021,1,12,23,23.4,8.0,29.5,12.0,45,0.0,5.1,
Los Angeles,2021-01-13,2021,1,13,0,17.7,6.0,31.1,10.4,51,0.0,10.0,
Los Angeles,2021-01-13,2021,1,13,1,25.1,9.0,30.7,9.5,54,0.0,10.0,
Los Angeles,2021-01-13,2021,1,13,2,23.9,9.0,16.4,9.4,52,0.0,7.2,
Los Angeles,2021-01-13,2021,1,13,3,26.5,4.0,12.9,9.3,50,0.0,6.5,
Los Angeles,2021-01-13,2021,1,13,4,23.1,4.0,17.0,7.3,56,0.0,12.1,
Los Angeles,2021-01-13,2021,1,13,5,21.1,5.0,29.9,7.1,56,0.0,6.4,
Los Angeles,2021-01-13,2021,1,13,6,23.6,7.0,32.1,7.8,52,0.0,3.8,
Los Angeles,2021-01-13,2021,1,13,7,27.0,12.0,34.2,8.7,47,0.0,6.3,
Los Angeles,2021-01-13,2021,1,13,8,23.9,14.0,26.3,11.6,43,0.0,7.9,
Los Angeles,2021-01-13,2021,1,13,9,25.6,15.0,12.3,14.7,26,0.0,7.2,
Los Angeles,2021-01-13,2021,1,13,10,11.2,20.0,25.1,17.4,21,0.0,4.7,
Los Angeles,2021-01-13,2021,1,13,11,7.1,19.0,29.4,19.9,17,0.0,3.1,
Los Angeles,2021-01-13,2021,1,13,12,5.4,19.0,30.4,21.7,15,0.0,2.9,
Los Angeles,2021-01-13,2021,1,13,13,8.6,19.0,23.2,23.0,14,0.0,1.1,
Los Angeles,2021-01-13,2021,1,13,14,9.5,16.0,16.5,23.5,14,0.0,3.8,
Los Angeles,2021-01-13,2021,1,13,15,12.7,10.0,8.5,22.6,16,0.0,7.8,
Los Angeles,2021-01-13,2021,1,13,16,8.8,23.0,13.7,21.2,17,0.0,7.4,
Los Angeles,2021-01-13,2021,1,13,17,7.8,9.0,24.4,17.7,33,0.0,5.4,
Los Angeles,2021-01-13,2021,1,13,18,11.7,10.0,31.3,15.7,46,0.0,5.8,
Los Angeles,2021-01-13,2021,1,13,19,15.3,8.0,31.3,17.4,29,0.0,1.3,
Los Angeles,2021-01-13,2021,1,13,20,14.8,8.0,33.3,15.5,39,0.0,7.2,
Los Angeles,2021-01-13,2021,1,13,21,23.0,9.0,32.4,13.6,45,0.0,11.5,
Los Angeles,2021-01-13,2021,1,13,22,23.2,7.0,29.1,13.0,45,0.0,9.4,
Los Angeles,2021-01-13,2021,1,13,23,29.1,5.0,29.1,12.5,46,0.0,7.6,
Los Angeles,2021-01-14,2021,1,14,0,31.3,5.0,29.9,12.2,44,0.0,11.3,
Los Angeles,2021-01-14,2021,1,14,1,26.6,6.0,32.0,11.4,47,0.0,11.6,
Los Angeles,2021-01-14,2021,1,14,2,28.3,7.0,32.8,10.4,52,0.0,7.9,
Los Angeles,2021-01-14,2021,1,14,3,25.4,5.0,30.9,9.7,56,0.0,4.4,
Los Angeles,2021-01-14,2021,1,14,4,23.4,3.0,28.9,10.1,51,0.0,16.4,
Los Angeles,2021-01-14,2021,1,14,5,24.1,8.0,27.2,10.7,49,0.0,3.8,
Los Angeles,2021-01-14,2021,1,14,6,27.0,9.0,26.3,11.0,48,0.0,8.1,
Los Angeles,2021-01-14,2021,1,14,7,29.0,17.0,29.2,9.9,52,0.0,3.4,
Los Angeles,2021-01-14,2021,1,14,8,24.4,34.0,31.1,11.9,49,0.0,4.9,
Los Angeles,2021-01-14,2021,1,14,9,27.3,30.0,33.2,16.3,39,0.0,8.2,
Los Angeles,2021-01-14,2021,1,14,10,25.6,26.0,29.6,19.8,26,0.0,2.8,
Los Angeles,2021-01-14,2021,1,14,11,12.2,19.0,42.7,22.8,21,0.0,2.3,
Los Angeles,2021-01-14,2021,1,14,12,9.1,19.0,29.6,24.8,18,0.0,7.4,
Los Angeles,2021-01-14,2021,1,14,13,10.3,16.0,27.0,26.4,16,0.0,10.2,
Los Angeles,2021-01-14,2021,1,14,14,13.1,22.0,21.1,27.9,15,0.0,13.0,
Los Angeles,2021-01-14,2021,1,14,15,11.5,27.0,14.7,27.9,16,0.0,14.6,
Los Angeles,2021-01-14,2021,1,14,16,8.8,27.0,18.4,27.2,16,0.0,10.5,
Los Angeles,2021-01-14,2021,1,14,17,9.3,26.0,23.1,22.5,33,0.0,10.7,
Los Angeles,2021-01-14,2021,1,14,18,15.3,29.0,38.0,20.6,38,0.0,6.2,
Los Angeles,2021-01-14,2021,1,14,19,23.7,11.0,31.1,19.0,36,0.0,8.9,
Los Angeles,2021-01-14,2021,1,14,20,60.6,8.0,11.6,16.3,39,0.0,8.1,
Los Angeles,2021-01-14,2021,1,14,21,55.7,16.0,5.1,15.4,37,0.0,6.4,
Los Angeles,2021-01-14,2021,1,14,22,42.4,15.0,7.3,15.3,35,0.0,6.2,
Los Angeles,2021-01-14,2021,1,14,23,39.4,15.0,7.3,15.1,34,0.0,17.4,
Los Angeles,2021-01-15,2021,1,15,0,43.3,15.0,6.7,15.0,32,0.0,20.5,
Los Angeles,2021-01-15,2021,1,15,1,42.6,7.0,2.3,14.7,33,0.0,22.9,
Los Angeles,2021-01-15,2021,1,15,2,34.5,6.0,1.9,14.6,33,0.0,26.2,
Los Angeles,2021-01-15,2021,1,15,3,39.9,9.0,2.5,15.6,30,0.0,30.4,
Los Angeles,2021-01-15,2021,1,15,4,34.0,11.0,1.8,16.2,29,0.0,32.9,
Los Angeles,2021-01-15,2021,1,15,5,28.1,14.0,3.3,16.7,27,0.0,37.9,
Los Angeles,2021-01-15,2021,1,15,6,24.6,18.0,6.1,17.3,26,0.0,39.8,
Los Angeles,2021-01-15,2021,1,15,7,26.3,28.0,10.6,17.0,26,0.0,33.6,
Los Angeles,2021-01-15,2021,1,15,8,23.4,19.0,23.7,18.2,24,0.0,21.3,
Los Angeles,2021-01-15,2021,1,15,9,20.8,30.0,19.7,21.5,24,0.0,4.6,
Los Angeles,2021-01-15,2021,1,15,10,15.3,34.0,27.3,24.8,17,0.0,3.6,
Los Angeles,2021-01-15,2021,1,15,11,4.9,23.0,29.5,26.3,13,0.0,7.7,
Los Angeles,2021-01-15,2021,1,15,12,5.4,24.0,21.6,28.0,10,0.0,6.0,
Los Angeles,2021-01-15,2021,1,15,13,3.7,20.0,20.9,30.4,9,0.0,8.9,
Los Angeles,2021-01-15,2021,1,15,14,6.4,20.0,18.4,31.5,9,0.0,14.6,
Los Angeles,2021-01-15,2021,1,15,15,5.6,26.0,12.8,30.6,10,0.0,16.4,
Los Angeles,2021-01-15,2021,1,15,16,7.3,28.0,19.3,30.0,11,0.0,18.6,
Los Angeles,2021-01-15,2021,1,15,17,4.9,22.0,20.1,25.6,18,0.0,15.3,
Los Angeles,2021-01-15,2021,1,15,18,14.9,17.0,32.5,24.3,21,0.0,3.2,
Los Angeles,2021-01-15,2021,1,15,19,22.7,14.0,36.0,19.6,28,0.0,8.1,
Los Angeles,2021-01-15,2021,1,15,20,31.8,16.0,30.0,18.3,26,0.0,10.7,
Los Angeles,2021-01-15,2021,1,15,21,41.1,16.0,23.8,17.3,26,0.0,9.5,
Los Angeles,2021-01-15,2021,1,15,22,44.1,10.0,23.9,16.8,26,0.0,11.3,
Los Angeles,2021-01-15,2021,1,15,23,49.5,11.0,18.7,15.9,27,0.0,10.5,
Los Angeles,2021-01-16,2021,1,16,0,37.6,12.0,14.3,15.4,28,0.0,12.7,
Los Angeles,2021-01-16,2021,1,16,1,36.3,12.0,9.6,20.6,17,0.0,6.8,
Los Angeles,2021-01-16,2021,1,16,2,34.8,11.0,16.2,19.7,19,0.0,9.5,
Los Angeles,2021-01-16,2021,1,16,3,36.9,9.0,18.1,18.8,21,0.0,10.9,
Los Angeles,2021-01-16,2021,1,16,4,27.4,9.0,14.8,16.8,25,0.0,12.0,
Los Angeles,2021-01-16,2021,1,16,5,19.0,11.0,19.8,13.2,34,0.0,12.6,
Los Angeles,2021-01-16,2021,1,16,6,27.3,11.0,26.8,12.5,35,0.0,16.1,
Los Angeles,2021-01-16,2021,1,16,7,42.1,10.0,26.8,12.2,35,0.0,14.7,
Los Angeles,2021-01-16,2021,1,16,8,31.8,13.0,23.7,14.5,33,0.0,10.6,
Los Angeles,2021-01-16,2021,1,16,9,22.0,17.0,21.3,18.7,24,0.0,8.8,
Los Angeles,2021-01-16,2021,1,16,10,13.4,14.0,21.3,22.0,17,0.0,9.0,
Los Angeles,2021-01-16,2021,1,16,11,14.4,12.0,24.1,25.1,13,0.0,5.8,
Los Angeles,2021-01-16,2021,1,16,12,9.3,18.0,32.1,27.4,11,0.0,8.7,
Los Angeles,2021-01-16,2021,1,16,13,6.6,17.0,28.1,29.0,10,0.0,9.5,
Los Angeles,2021-01-16,2021,1,16,14,9.6,17.0,20.9,30.4,10,0.0,8.7,
Los Angeles,2021-01-16,2021,1,16,15,9.8,13.0,21.7,30.6,11,0.0,14.8,
Los Angeles,2021-01-16,2021,1,16,16,11.8,12.0,25.6,27.5,15,0.0,21.9,
Los Angeles,2021-01-16,2021,1,16,17,23.0,20.0,28.5,24.0,22,0.0,15.1,
Los Angeles,2021-01-16,2021,1,16,18,35.3,13.0,25.2,21.4,30,0.0,6.9,
Los Angeles,2021-01-16,2021,1,16,19,63.5,12.0,29.9,19.3,32,0.0,8.9,
Los Angeles,2021-01-16,2021,1,16,20,48.5,15.0,39.5,18.1,31,0.0,12.2,
Los Angeles,2021-01-16,2021,1,16,21,72.8,3.0,40.3,16.7,35,0.0,8.9,
Los Angeles,2021-01-16,2021,1,16,22,61.3,1.0,41.1,16.0,35,0.0,6.8,
Los Angeles,2021-01-16,2021,1,16,23,65.9,1.0,27.8,15.2,36,0.0,4.0,
Los Angeles,2021-01-17,2021,1,17,0,59.9,6.0,15.0,14.2,38,0.0,1.8,
Los Angeles,2021-01-17,2021,1,17,1,52.2,11.0,13.9,13.5,40,0.0,4.3,
Los Angeles,2021-01-17,2021,1,17,2,47.6,10.0,9.9,13.0,40,0.0,6.9,
Los Angeles,2021-01-17,2021,1,17,3,36.3,2.0,11.4,12.9,39,0.0,7.1,
Los Angeles,2021-01-17,2021,1,17,4,33.3,0.0,8.8,12.8,36,0.0,6.6,
Los Angeles,2021-01-17,2021,1,17,5,24.9,3.0,12.4,12.4,35,0.0,6.9,
Los Angeles,2021-01-17,2021,1,17,6,24.2,3.0,20.8,12.1,35,0.0,9.0,
Los Angeles,2021-01-17,2021,1,17,7,16.2,5.0,18.3,11.7,35,0.0,5.3,
Los Angeles,2021-01-17,2021,1,17,8,18.5,5.0,13.1,14.4,32,0.0,3.2,
Los Angeles,2021-01-17,2021,1,17,9,12.2,3.0,9.2,18.2,25,0.0,7.6,
Los Angeles,2021-01-17,2021,1,17,10,7.1,4.0,5.1,21.1,20,0.0,3.9,
Los Angeles,2021-01-17,2021,1,17,11,6.9,9.0,3.9,24.1,14,0.0,3.6,
Los Angeles,2021-01-17,2021,1,17,12,6.4,10.0,3.6,26.5,11,0.0,7.1,
Los Angeles,2021-01-17,2021,1,17,13,2.7,5.0,9.0,27.9,10,0.0,8.1,
