County Name,Date,Year,Month,Day,Hour,PM2.5,PM10,NO2,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),wind_speed_100m (km/h),Average Traffic Density
Cook,2022-01-05,2022,1,5,0,2.7,21.0,11.4,-0.6,72,0.0,48.8,
Cook,2022-01-05,2022,1,5,1,1.8,19.0,12.8,-0.6,72,0.0,46.9,
Cook,2022-01-05,2022,1,5,2,5.7,18.0,13.0,-0.8,72,0.0,45.3,
Cook,2022-01-05,2022,1,5,3,4.6,23.0,10.2,-0.6,74,0.0,45.1,
Cook,2022-01-05,2022,1,5,4,3.1,25.0,8.6,-1.0,82,0.0,49.7,
Cook,2022-01-05,2022,1,5,5,14.8,36.0,11.6,-3.4,83,0.1,58.2,
Cook,2022-01-05,2022,1,5,6,18.4,24.0,12.3,-5.3,79,0.0,51.8,
Cook,2022-01-05,2022,1,5,7,16.6,60.0,11.7,-6.6,76,0.0,53.9,
Cook,2022-01-05,2022,1,5,8,12.4,56.0,12.6,-7.7,74,0.0,55.1,
Cook,2022-01-05,2022,1,5,9,9.1,64.0,11.3,-8.4,71,0.0,56.0,
Cook,2022-01-05,2022,1,5,10,14.9,68.0,9.7,-9.2,68,0.0,54.9,
Cook,2022-01-05,2022,1,5,11,9.0,75.0,9.8,-10.1,66,0.0,56.2,
Cook,2022-01-05,2022,1,5,12,9.3,92.0,9.6,-10.6,64,0.0,55.9,
Cook,2022-01-05,2022,1,5,13,13.2,81.0,9.5,-10.8,63,0.0,56.3,
Cook,2022-01-05,2022,1,5,14,9.8,77.0,10.3,-11.0,62,0.0,57.8,
Cook,2022-01-05,2022,1,5,15,12.9,73.0,11.2,-11.2,63,0.0,56.1,
Cook,2022-01-05,2022,1,5,16,9.4,80.0,11.2,-11.7,66,0.0,60.8,
Cook,2022-01-05,2022,1,5,17,7.6,52.0,12.0,-11.9,67,0.0,55.9,
Cook,2022-01-05,2022,1,5,18,8.6,49.0,14.1,-11.7,69,0.0,52.1,
Cook,2022-01-05,2022,1,5,19,7.8,36.0,14.7,-12.1,69,0.0,42.6,
Cook,2022-01-05,2022,1,5,20,6.5,32.0,14.1,-12.1,70,0.0,40.2,
Cook,2022-01-05,2022,1,5,21,6.2,33.0,14.0,-12.1,70,0.0,44.4,
Cook,2022-01-05,2022,1,5,22,4.9,27.0,15.6,-11.7,71,0.0,42.2,
Cook,2022-01-05,2022,1,5,23,5.8,34.0,13.8,-12.0,72,0.0,41.8,
Cook,2022-01-06,2022,1,6,0,5.6,27.0,15.0,-12.1,74,0.0,40.3,
Cook,2022-01-06,2022,1,6,1,3.2,28.0,15.3,-12.1,75,0.0,37.6,
Cook,2022-01-06,2022,1,6,2,4.4,21.0,17.3,-12.3,76,0.0,36.4,
Cook,2022-01-06,2022,1,6,3,5.5,20.0,18.2,-12.6,76,0.0,35.9,
Cook,2022-01-06,2022,1,6,4,6.2,20.0,20.7,-13.0,77,0.0,33.6,
Cook,2022-01-06,2022,1,6,5,5.1,21.0,26.6,-13.4,77,0.0,35.0,
Cook,2022-01-06,2022,1,6,6,4.5,21.0,27.8,-14.7,78,0.0,29.9,
Cook,2022-01-06,2022,1,6,7,4.4,23.0,29.6,-15.4,78,0.0,28.1,
Cook,2022-01-06,2022,1,6,8,6.8,31.0,27.3,-15.1,77,0.0,27.4,
Cook,2022-01-06,2022,1,6,9,7.3,35.0,22.7,-14.2,75,0.0,27.2,
Cook,2022-01-06,2022,1,6,10,9.2,59.0,21.6,-12.9,72,0.0,27.8,
Cook,2022-01-06,2022,1,6,11,6.9,51.0,18.3,-11.5,69,0.0,30.0,
Cook,2022-01-06,2022,1,6,12,5.1,40.0,18.4,-10.8,67,0.0,32.8,
Cook,2022-01-06,2022,1,6,13,3.4,34.0,17.8,-10.6,67,0.0,33.0,
Cook,2022-01-06,2022,1,6,14,6.9,37.0,18.2,-10.5,67,0.0,30.6,
Cook,2022-01-06,2022,1,6,15,9.4,39.0,20.3,-10.7,68,0.0,31.3,
Cook,2022-01-06,2022,1,6,16,10.1,30.0,20.7,-11.3,70,0.0,32.4,
Cook,2022-01-06,2022,1,6,17,7.8,4.0,24.0,-12.2,75,0.0,35.1,
Cook,2022-01-06,2022,1,6,18,4.7,11.0,19.5,-11.7,76,0.0,30.6,
Cook,2022-01-06,2022,1,6,19,5.3,18.0,19.4,-12.7,78,0.0,33.2,
Cook,2022-01-06,2022,1,6,20,5.6,18.0,20.2,-13.7,76,0.0,32.8,
Cook,2022-01-06,2022,1,6,21,5.1,20.0,22.6,-14.3,76,0.0,31.6,
Cook,2022-01-06,2022,1,6,22,5.1,18.0,22.1,-14.8,77,0.0,34.4,
Cook,2022-01-06,2022,1,6,23,9.0,26.0,22.5,-15.1,76,0.0,35.2,
Cook,2022-01-07,2022,1,7,0,5.2,22.0,21.9,-15.7,76,0.0,34.8,
Cook,2022-01-07,2022,1,7,1,4.7,22.0,20.1,-16.5,76,0.0,35.3,
Cook,2022-01-07,2022,1,7,2,7.3,22.0,23.6,-17.1,75,0.0,32.7,
Cook,2022-01-07,2022,1,7,3,6.9,21.0,25.0,-17.5,74,0.0,31.8,
Cook,2022-01-07,2022,1,7,4,8.2,27.0,25.8,-18.0,74,0.0,31.8,
Cook,2022-01-07,2022,1,7,5,7.1,26.0,26.7,-18.5,74,0.0,32.5,
Cook,2022-01-07,2022,1,7,6,7.5,30.0,28.8,-18.5,73,0.0,28.8,
Cook,2022-01-07,2022,1,7,7,8.8,32.0,29.7,-19.5,73,0.0,27.9,
Cook,2022-01-07,2022,1,7,8,12.3,48.0,29.4,-19.4,73,0.0,26.2,
Cook,2022-01-07,2022,1,7,9,15.8,51.0,28.7,-18.2,70,0.0,24.0,
Cook,2022-01-07,2022,1,7,10,10.5,65.0,28.9,-16.5,66,0.0,20.9,
Cook,2022-01-07,2022,1,7,11,12.1,65.0,28.4,-14.4,62,0.0,21.0,
Cook,2022-01-07,2022,1,7,12,18.9,73.0,26.9,-12.7,59,0.0,18.5,
Cook,2022-01-07,2022,1,7,13,21.1,66.0,25.2,-11.4,57,0.0,19.8,
Cook,2022-01-07,2022,1,7,14,11.0,61.0,24.3,-10.9,57,0.0,18.0,
Cook,2022-01-07,2022,1,7,15,16.2,54.0,25.5,-10.9,57,0.0,19.7,
Cook,2022-01-07,2022,1,7,16,10.9,44.0,29.5,-12.0,61,0.0,19.6,
Cook,2022-01-07,2022,1,7,17,9.9,48.0,33.8,-15.5,69,0.0,15.0,
Cook,2022-01-07,2022,1,7,18,9.1,44.0,34.4,-14.3,71,0.0,12.8,
Cook,2022-01-07,2022,1,7,19,12.0,54.0,37.2,-15.0,69,0.0,15.7,
Cook,2022-01-07,2022,1,7,20,12.1,49.0,38.1,-14.2,69,0.0,19.5,
Cook,2022-01-07,2022,1,7,21,16.5,44.0,35.7,-14.1,72,0.0,23.6,
Cook,2022-01-07,2022,1,7,22,11.1,43.0,30.6,-13.3,71,0.0,27.2,
Cook,2022-01-07,2022,1,7,23,12.7,37.0,26.1,-12.9,69,0.0,28.6,
Cook,2022-01-08,2022,1,8,0,10.8,39.0,23.5,-12.4,67,0.0,28.8,
Cook,2022-01-08,2022,1,8,1,11.7,35.0,21.1,-11.8,66,0.0,30.9,
Cook,2022-01-08,2022,1,8,2,8.5,32.0,20.1,-11.1,66,0.0,35.0,
Cook,2022-01-08,2022,1,8,3,9.7,37.0,18.5,-10.5,66,0.0,39.4,
Cook,2022-01-08,2022,1,8,4,8.8,28.0,17.5,-10.1,65,0.0,38.8,
Cook,2022-01-08,2022,1,8,5,11.2,30.0,19.5,-9.6,65,0.0,40.2,
Cook,2022-01-08,2022,1,8,6,9.9,28.0,19.7,-9.4,65,0.0,39.4,
Cook,2022-01-08,2022,1,8,7,8.6,31.0,18.3,-9.2,65,0.0,42.3,
Cook,2022-01-08,2022,1,8,8,8.8,31.0,15.2,-8.8,64,0.0,42.7,
Cook,2022-01-08,2022,1,8,9,11.6,39.0,14.5,-7.6,61,0.0,45.4,
Cook,2022-01-08,2022,1,8,10,10.4,51.0,17.4,-6.4,59,0.0,35.9,
Cook,2022-01-08,2022,1,8,11,8.7,51.0,17.2,-4.7,55,0.0,32.8,
Cook,2022-01-08,2022,1,8,12,6.4,42.0,17.5,-3.8,55,0.0,28.8,
Cook,2022-01-08,2022,1,8,13,9.1,43.0,19.9,-3.5,58,0.0,36.4,
Cook,2022-01-08,2022,1,8,14,10.3,27.0,18.1,-2.9,60,0.0,33.8,
Cook,2022-01-08,2022,1,8,15,7.9,21.0,19.2,-2.3,64,0.1,41.2,
Cook,2022-01-08,2022,1,8,16,6.6,21.0,20.7,-1.9,70,0.0,38.5,
Cook,2022-01-08,2022,1,8,17,6.8,24.0,19.7,-1.2,79,0.0,38.6,
Cook,2022-01-08,2022,1,8,18,7.0,24.0,19.8,-2.0,85,0.1,34.2,
Cook,2022-01-08,2022,1,8,19,8.8,32.0,21.8,-1.2,87,0.1,28.9,
Cook,2022-01-08,2022,1,8,20,14.4,33.0,18.9,-0.6,88,0.0,28.6,
Cook,2022-01-08,2022,1,8,21,10.4,31.0,19.6,0.1,91,0.2,29.0,
Cook,2022-01-08,2022,1,8,22,8.0,21.0,21.6,0.6,92,0.2,27.4,
Cook,2022-01-08,2022,1,8,23,5.8,32.0,22.4,0.9,93,0.2,27.0,
Cook,2022-01-09,2022,1,9,0,4.9,25.0,22.1,1.0,95,0.1,25.2,
Cook,2022-01-09,2022,1,9,1,4.6,17.0,17.1,1.0,96,0.2,26.6,
Cook,2022-01-09,2022,1,9,2,3.3,19.0,15.3,0.9,96,0.1,25.5,
Cook,2022-01-09,2022,1,9,3,4.2,17.0,12.0,0.9,95,0.0,26.4,
Cook,2022-01-09,2022,1,9,4,7.2,25.0,8.8,0.5,90,0.0,32.3,
Cook,2022-01-09,2022,1,9,5,9.6,25.0,12.3,-0.6,88,0.0,32.7,
Cook,2022-01-09,2022,1,9,6,12.4,30.0,11.0,-1.4,90,0.0,29.7,
Cook,2022-01-09,2022,1,9,7,13.8,34.0,14.6,-1.5,86,0.0,35.1,
Cook,2022-01-09,2022,1,9,8,15.0,34.0,10.8,-2.1,83,0.0,39.5,
Cook,2022-01-09,2022,1,9,9,10.5,25.0,8.2,-2.8,71,0.0,40.6,
Cook,2022-01-09,2022,1,9,10,7.4,4.0,7.3,-4.6,63,0.0,39.8,
Cook,2022-01-09,2022,1,9,11,6.2,30.0,7.2,-6.0,59,0.0,39.5,
Cook,2022-01-09,2022,1,9,12,5.3,57.0,8.7,-6.1,53,0.0,37.7,
Cook,2022-01-09,2022,1,9,13,5.5,45.0,7.8,-6.9,53,0.0,34.7,
Cook,2022-01-09,2022,1,9,14,6.8,43.0,9.0,-7.0,49,0.0,33.0,
Cook,2022-01-09,2022,1,9,15,5.3,45.0,12.7,-7.9,51,0.0,30.9,
Cook,2022-01-09,2022,1,9,16,8.1,47.0,16.1,-8.8,51,0.0,26.6,
Cook,2022-01-09,2022,1,9,17,7.8,21.0,16.8,-9.9,57,0.0,32.0,
Cook,2022-01-09,2022,1,9,18,6.9,30.0,18.7,-9.9,64,0.0,29.2,
Cook,2022-01-09,2022,1,9,19,4.9,31.0,17.0,-11.0,62,0.0,31.0,
Cook,2022-01-09,2022,1,9,20,4.9,29.0,16.4,-11.7,60,0.0,33.3,
Cook,2022-01-09,2022,1,9,21,4.7,30.0,17.9,-12.2,59,0.0,33.9,
Cook,2022-01-09,2022,1,9,22,2.9,30.0,14.9,-12.5,60,0.0,33.8,
Cook,2022-01-09,2022,1,9,23,6.4,28.0,17.0,-12.8,61,0.0,33.2,
Cook,2022-01-10,2022,1,10,0,7.9,26.0,17.2,-13.0,60,0.0,29.6,
Cook,2022-01-10,2022,1,10,1,6.7,26.0,16.9,-13.0,58,0.0,31.4,
Cook,2022-01-10,2022,1,10,2,6.6,27.0,25.3,-12.3,53,0.0,29.6,
Cook,2022-01-10,2022,1,10,3,6.4,31.0,20.4,-11.8,54,0.0,23.5,
Cook,2022-01-10,2022,1,10,4,7.7,26.0,21.1,-11.9,62,0.1,20.9,
Cook,2022-01-10,2022,1,10,5,7.5,30.0,28.2,-11.6,63,0.0,20.5,
Cook,2022-01-10,2022,1,10,6,6.6,38.0,32.0,-10.2,61,0.0,16.9,
Cook,2022-01-10,2022,1,10,7,6.2,43.0,34.2,-9.8,62,0.1,15.1,
Cook,2022-01-10,2022,1,10,8,7.1,45.0,26.5,-9.6,62,0.0,15.7,
Cook,2022-01-10,2022,1,10,9,8.1,58.0,17.3,-9.2,58,0.0,18.6,
Cook,2022-01-10,2022,1,10,10,7.5,49.0,11.1,-8.7,53,0.0,21.1,
Cook,2022-01-10,2022,1,10,11,8.6,44.0,11.9,-8.3,42,0.0,23.7,
Cook,2022-01-10,2022,1,10,12,6.4,41.0,12.3,-8.5,31,0.0,27.4,
Cook,2022-01-10,2022,1,10,13,6.4,48.0,8.4,-8.9,31,0.0,26.0,
Cook,2022-01-10,2022,1,10,14,6.6,46.0,7.8,-9.3,33,0.0,26.3,
Cook,2022-01-10,2022,1,10,15,7.9,41.0,13.4,-10.0,35,0.0,26.9,
Cook,2022-01-10,2022,1,10,16,7.3,43.0,18.6,-11.2,39,0.0,26.8,
Cook,2022-01-10,2022,1,10,17,6.4,41.0,22.8,-12.5,47,0.0,30.9,
Cook,2022-01-10,2022,1,10,18,8.6,39.0,20.3,-12.6,49,0.0,26.9,
Cook,2022-01-10,2022,1,10,19,7.1,38.0,21.5,-13.1,50,0.0,29.2,
Cook,2022-01-10,2022,1,10,20,5.4,36.0,15.1,-13.5,49,0.0,27.4,
Cook,2022-01-10,2022,1,10,21,6.8,37.0,16.8,-13.7,48,0.0,22.7,
Cook,2022-01-10,2022,1,10,22,12.0,35.0,14.4,-14.0,49,0.0,20.4,
Cook,2022-01-10,2022,1,10,23,12.1,39.0,16.8,-14.4,51,0.0,17.6,
Cook,2022-01-11,2022,1,11,0,7.2,37.0,18.6,-14.7,52,0.0,14.8,
Cook,2022-01-11,2022,1,11,1,4.7,35.0,19.1,-14.9,51,0.0,13.7,
Cook,2022-01-11,2022,1,11,2,4.9,34.0,23.1,-14.9,52,0.0,12.3,
Cook,2022-01-11,2022,1,11,3,7.3,31.0,30.3,-14.9,51,0.0,7.2,
Cook,2022-01-11,2022,1,11,4,10.7,45.0,44.1,-14.7,49,0.0,8.4,
Cook,2022-01-11,2022,1,11,5,15.8,49.0,46.9,-14.3,46,0.0,10.5,
Cook,2022-01-11,2022,1,11,6,14.6,49.0,44.1,-14.3,54,0.0,16.7,
Cook,2022-01-11,2022,1,11,7,13.9,59.0,41.5,-12.8,51,0.0,21.7,
Cook,2022-01-11,2022,1,11,8,13.6,61.0,33.9,-12.1,51,0.0,24.5,
Cook,2022-01-11,2022,1,11,9,16.7,68.0,26.8,-10.7,47,0.0,27.1,
Cook,2022-01-11,2022,1,11,10,13.5,69.0,22.8,-8.6,42,0.0,31.5,
Cook,2022-01-11,2022,1,11,11,14.3,69.0,18.8,-6.3,37,0.0,35.3,
Cook,2022-01-11,2022,1,11,12,10.7,79.0,18.9,-4.2,35,0.0,38.4,
Cook,2022-01-11,2022,1,11,13,8.2,60.0,16.0,-2.3,35,0.0,41.2,
Cook,2022-01-11,2022,1,11,14,6.4,60.0,13.2,-0.7,35,0.0,44.7,
Cook,2022-01-11,2022,1,11,15,6.0,53.0,16.3,0.1,37,0.0,52.7,
Cook,2022-01-11,2022,1,11,16,10.2,50.0,18.9,0.6,39,0.0,60.0,
Cook,2022-01-11,2022,1,11,17,6.7,41.0,18.0,1.0,42,0.0,57.2,
Cook,2022-01-11,2022,1,11,18,3.3,28.0,17.8,-1.6,57,0.0,60.7,
Cook,2022-01-11,2022,1,11,19,7.2,31.0,18.7,-0.5,60,0.0,58.1,
Cook,2022-01-11,2022,1,11,20,8.5,25.0,20.1,0.3,62,0.0,54.5,
Cook,2022-01-11,2022,1,11,21,10.9,23.0,21.0,1.1,62,0.0,51.7,
Cook,2022-01-11,2022,1,11,22,9.7,27.0,20.6,1.6,64,0.0,47.7,
Cook,2022-01-11,2022,1,11,23,7.8,23.0,20.4,1.5,67,0.0,43.9,
Cook,2022-01-12,2022,1,12,0,6.6,27.0,10.6,1.2,70,0.0,42.8,
Cook,2022-01-12,2022,1,12,1,5.5,25.0,10.0,0.8,74,0.0,40.3,
Cook,2022-01-12,2022,1,12,2,4.7,26.0,12.0,0.2,78,0.0,37.5,
Cook,2022-01-12,2022,1,12,3,4.4,21.0,14.8,-0.5,81,0.0,36.0,
Cook,2022-01-12,2022,1,12,4,4.4,25.0,18.8,-0.9,83,0.0,33.9,
Cook,2022-01-12,2022,1,12,5,7.2,34.0,23.6,-1.2,84,0.0,33.1,
Cook,2022-01-12,2022,1,12,6,6.4,29.0,34.8,-0.5,82,0.0,31.9,
Cook,2022-01-12,2022,1,12,7,5.1,33.0,34.9,-0.5,82,0.0,29.6,
Cook,2022-01-12,2022,1,12,8,6.0,33.0,36.5,0.1,79,0.0,25.3,
Cook,2022-01-12,2022,1,12,9,11.5,40.0,38.3,0.9,78,0.0,24.0,
Cook,2022-01-12,2022,1,12,10,11.6,46.0,35.4,1.5,77,0.0,31.8,
Cook,2022-01-12,2022,1,12,11,8.6,72.0,20.1,2.5,75,0.0,35.4,
Cook,2022-01-12,2022,1,12,12,14.8,79.0,20.8,3.3,77,0.0,22.7,
Cook,2022-01-12,2022,1,12,13,10.4,67.0,21.4,4.5,73,0.0,18.3,
Cook,2022-01-12,2022,1,12,14,6.9,58.0,19.4,4.8,73,0.1,14.2,
Cook,2022-01-12,2022,1,12,15,6.6,66.0,20.2,4.5,77,0.1,19.5,
Cook,2022-01-12,2022,1,12,16,12.6,76.0,23.4,3.7,81,0.0,18.6,
Cook,2022-01-12,2022,1,12,17,9.5,63.0,19.8,0.8,85,0.0,13.8,
Cook,2022-01-12,2022,1,12,18,15.7,55.0,19.9,1.6,87,0.0,21.5,
Cook,2022-01-12,2022,1,12,19,9.8,35.0,21.8,1.0,89,0.0,10.0,
Cook,2022-01-12,2022,1,12,20,8.6,35.0,28.9,0.9,88,0.0,4.7,
Cook,2022-01-12,2022,1,12,21,7.5,36.0,29.2,-1.7,93,0.0,3.8,
Cook,2022-01-12,2022,1,12,22,10.9,42.0,31.1,-1.5,94,0.0,3.1,
Cook,2022-01-12,2022,1,12,23,14.0,45.0,35.8,-1.1,96,0.0,0.8,
Cook,2022-01-13,2022,1,13,0,16.5,44.0,34.8,-3.3,99,0.0,5.8,
Cook,2022-01-13,2022,1,13,1,12.2,42.0,43.0,-3.2,97,0.0,9.0,
Cook,2022-01-13,2022,1,13,2,15.8,46.0,36.1,-2.6,97,0.0,13.5,
Cook,2022-01-13,2022,1,13,3,12.8,46.0,41.3,-2.7,99,0.0,15.5,
Cook,2022-01-13,2022,1,13,4,16.2,38.0,41.5,-0.9,99,0.0,20.6,
Cook,2022-01-13,2022,1,13,5,14.8,45.0,38.3,0.4,95,0.0,26.0,
Cook,2022-01-13,2022,1,13,6,22.9,41.0,19.9,0.8,93,0.0,25.5,
Cook,2022-01-13,2022,1,13,7,11.0,37.0,14.9,1.3,94,0.0,24.5,
Cook,2022-01-13,2022,1,13,8,12.3,29.0,16.5,1.3,93,0.0,20.8,
Cook,2022-01-13,2022,1,13,9,8.8,23.0,21.5,2.2,91,0.0,15.9,
Cook,2022-01-13,2022,1,13,10,7.3,18.0,13.4,2.9,89,0.0,14.8,
Cook,2022-01-13,2022,1,13,11,7.2,23.0,10.9,3.5,85,0.0,16.4,
Cook,2022-01-13,2022,1,13,12,7.7,20.0,10.0,3.5,84,0.0,17.9,
Cook,2022-01-13,2022,1,13,13,7.5,22.0,10.8,3.4,84,0.0,20.5,
Cook,2022-01-13,2022,1,13,14,7.3,23.0,11.0,3.1,84,0.0,18.2,
Cook,2022-01-13,2022,1,13,15,7.9,23.0,16.4,2.9,83,0.0,14.9,
Cook,2022-01-13,2022,1,13,16,7.7,24.0,15.8,2.2,88,0.0,13.5,
Cook,2022-01-13,2022,1,13,17,6.9,28.0,24.6,1.0,93,0.0,14.1,
Cook,2022-01-13,2022,1,13,18,11.1,30.0,35.1,0.2,93,0.0,8.9,
Cook,2022-01-13,2022,1,13,19,13.8,34.0,35.7,0.2,94,0.0,6.1,
Cook,2022-01-13,2022,1,13,20,11.3,34.0,36.7,-1.3,95,0.0,5.4,
Cook,2022-01-13,2022,1,13,21,14.0,35.0,37.7,-2.5,97,0.0,3.9,
Cook,2022-01-13,2022,1,13,22,15.1,37.0,34.8,-3.3,99,0.0,6.5,
Cook,2022-01-13,2022,1,13,23,15.6,36.0,23.1,-2.9,97,0.0,15.7,
Cook,2022-01-14,2022,1,14,0,18.6,39.0,15.0,-0.6,94,0.0,26.1,
Cook,2022-01-14,2022,1,14,1,22.8,45.0,10.3,1.1,91,0.0,32.4,
Cook,2022-01-14,2022,1,14,2,9.9,37.0,6.0,1.2,88,0.0,33.0,
Cook,2022-01-14,2022,1,14,3,5.2,17.0,5.1,0.9,86,0.0,36.4,
Cook,2022-01-14,2022,1,14,4,0.3,14.0,4.6,0.5,84,0.0,36.3,
Cook,2022-01-14,2022,1,14,5,0.9,14.0,5.3,0.1,83,0.0,37.6,
Cook,2022-01-14,2022,1,14,6,3.7,14.0,10.2,0.2,81,0.0,32.1,
Cook,2022-01-14,2022,1,14,7,2.7,14.0,7.2,-0.0,81,0.0,33.3,
Cook,2022-01-14,2022,1,14,8,1.6,15.0,7.8,-0.2,79,0.0,30.0,
Cook,2022-01-14,2022,1,14,9,2.6,16.0,6.0,-0.3,77,0.0,31.2,
Cook,2022-01-14,2022,1,14,10,0.5,14.0,7.9,-0.5,76,0.0,34.3,
Cook,2022-01-14,2022,1,14,11,1.1,14.0,9.7,-0.5,77,0.0,33.6,
Cook,2022-01-14,2022,1,14,12,1.8,17.0,11.1,-0.7,78,0.0,31.8,
Cook,2022-01-14,2022,1,14,13,1.8,19.0,8.7,-0.8,77,0.0,31.7,
Cook,2022-01-14,2022,1,14,14,4.4,16.0,8.1,-1.2,78,0.0,29.7,
Cook,2022-01-14,2022,1,14,15,5.5,21.0,9.6,-1.2,78,0.0,27.7,
Cook,2022-01-14,2022,1,14,16,5.5,16.0,8.4,-1.4,80,0.0,28.3,
Cook,2022-01-14,2022,1,14,17,3.8,17.0,6.7,-1.4,83,0.0,27.7,
Cook,2022-01-14,2022,1,14,18,4.8,22.0,6.7,-1.0,82,0.0,30.9,
Cook,2022-01-14,2022,1,14,19,5.7,21.0,5.6,-1.3,82,0.1,32.3,
Cook,2022-01-14,2022,1,14,20,3.6,17.0,6.3,-1.8,83,0.1,34.7,
Cook,2022-01-14,2022,1,14,21,3.5,19.0,9.8,-2.1,83,0.1,35.6,
Cook,2022-01-14,2022,1,14,22,5.0,20.0,5.3,-2.5,82,0.1,36.3,
Cook,2022-01-14,2022,1,14,23,5.5,21.0,4.8,-3.2,81,0.2,38.1,
Cook,2022-01-15,2022,1,15,0,6.4,18.0,4.2,-3.6,81,0.2,37.9,
Cook,2022-01-15,2022,1,15,1,5.2,18.0,3.4,-4.1,81,0.1,39.3,
Cook,2022-01-15,2022,1,15,2,4.6,23.0,5.1,-4.7,79,0.1,37.8,
Cook,2022-01-15,2022,1,15,3,2.9,20.0,5.3,-5.4,79,0.1,38.8,
Cook,2022-01-15,2022,1,15,4,3.9,16.0,4.5,-5.8,78,0.1,35.9,
Cook,2022-01-15,2022,1,15,5,3.0,19.0,4.6,-6.0,77,0.0,35.9,
Cook,2022-01-15,2022,1,15,6,4.7,18.0,5.0,-5.6,78,0.0,32.5,
Cook,2022-01-15,2022,1,15,7,7.9,15.0,4.8,-5.7,77,0.1,29.6,
Cook,2022-01-15,2022,1,15,8,5.2,16.0,4.5,-5.8,74,0.1,29.7,
Cook,2022-01-15,2022,1,15,9,4.7,14.0,4.9,-5.7,71,0.0,28.3,
Cook,2022-01-15,2022,1,15,10,7.1,17.0,3.6,-5.5,69,0.0,27.7,
Cook,2022-01-15,2022,1,15,11,7.2,15.0,3.3,-5.4,70,0.0,27.3,
Cook,2022-01-15,2022,1,15,12,6.5,19.0,2.9,-5.3,74,0.0,28.6,
Cook,2022-01-15,2022,1,15,13,6.4,16.0,3.2,-5.1,74,0.0,28.6,
Cook,2022-01-15,2022,1,15,14,5.2,17.0,3.9,-5.0,74,0.0,27.9,
Cook,2022-01-15,2022,1,15,15,4.6,20.0,6.9,-5.0,73,0.0,27.5,
Cook,2022-01-15,2022,1,15,16,3.5,17.0,6.8,-5.0,72,0.0,26.3,
Cook,2022-01-15,2022,1,15,17,6.1,25.0,8.3,-5.2,73,0.0,24.3,
Cook,2022-01-15,2022,1,15,18,6.8,20.0,18.9,-4.6,72,0.0,20.1,
Cook,2022-01-15,2022,1,15,19,5.3,25.0,27.1,-4.6,71,0.0,19.0,
Cook,2022-01-15,2022,1,15,20,3.9,23.0,25.5,-4.5,66,0.0,19.4,
Cook,2022-01-15,2022,1,15,21,5.9,22.0,23.6,-5.3,61,0.0,19.1,
Cook,2022-01-15,2022,1,15,22,5.3,20.0,33.8,-6.0,63,0.0,19.9,
Cook,2022-01-15,2022,1,15,23,4.4,25.0,30.2,-6.5,65,0.0,20.1,
Cook,2022-01-16,2022,1,16,0,4.9,33.0,21.1,-7.1,64,0.0,20.2,
Cook,2022-01-16,2022,1,16,1,5.4,37.0,23.4,-7.7,62,0.0,19.6,
Cook,2022-01-16,2022,1,16,2,14.0,42.0,18.1,-8.4,61,0.0,16.6,
Cook,2022-01-16,2022,1,16,3,12.0,31.0,17.5,-8.7,57,0.0,17.9,
Cook,2022-01-16,2022,1,16,4,9.3,26.0,22.7,-9.7,59,0.0,12.6,
Cook,2022-01-16,2022,1,16,5,12.3,32.0,25.9,-9.6,55,0.0,16.2,
Cook,2022-01-16,2022,1,16,6,8.5,33.0,28.2,-11.1,74,0.0,14.9,
Cook,2022-01-16,2022,1,16,7,11.8,31.0,28.3,-11.3,72,0.0,14.8,
Cook,2022-01-16,2022,1,16,8,12.5,34.0,18.3,-10.3,67,0.0,13.0,
Cook,2022-01-16,2022,1,16,9,13.8,36.0,12.7,-8.8,61,0.0,10.3,
Cook,2022-01-16,2022,1,16,10,14.2,56.0,12.3,-7.2,57,0.0,5.9,
Cook,2022-01-16,2022,1,16,11,12.5,101.0,13.0,-5.5,51,0.0,6.7,
Cook,2022-01-16,2022,1,16,12,13.6,94.0,11.1,-4.3,52,0.0,2.4,
Cook,2022-01-16,2022,1,16,13,13.7,56.0,11.9,-3.7,54,0.0,3.3,
Cook,2022-01-16,2022,1,16,14,11.9,61.0,12.4,-3.4,58,0.0,8.9,
Cook,2022-01-16,2022,1,16,15,14.9,73.0,16.6,-3.2,57,0.0,3.6,
Cook,2022-01-16,2022,1,16,16,13.0,87.0,20.2,-3.1,55,0.0,4.0,
Cook,2022-01-16,2022,1,16,17,10.4,84.0,22.6,-3.2,60,0.0,11.2,
Cook,2022-01-16,2022,1,16,18,10.1,74.0,20.8,-4.0,64,0.0,13.4,
Cook,2022-01-16,2022,1,16,19,9.2,50.0,17.9,-3.6,53,0.0,17.3,
Cook,2022-01-16,2022,1,16,20,10.0,46.0,13.4,-4.0,60,0.1,20.8,
Cook,2022-01-16,2022,1,16,21,13.6,30.0,15.5,-4.3,73,0.2,18.9,
Cook,2022-01-16,2022,1,16,22,11.5,28.0,19.9,-4.4,78,0.1,19.3,
Cook,2022-01-16,2022,1,16,23,10.9,33.0,14.1,-4.5,80,0.0,24.1,
Cook,2022-01-17,2022,1,17,0,10.5,32.0,15.9,-4.7,80,0.0,27.9,
Cook,2022-01-17,2022,1,17,1,15.4,31.5,17.3,-4.7,78,0.0,27.5,
