ID,SiteID,ObservationTimeUTC,Value
190785,36061NY09929,2020-04-24 08:00:00.000,5.38
190790,36061NY09929,2020-04-24 09:00:00.000,5.75
190795,36061NY09929,2020-04-24 10:00:00.000,8.18
190800,36061NY09929,2020-04-24 11:00:00.000,8.52
190805,36061NY09929,2020-04-24 12:00:00.000,6.64
190813,36061NY09929,2020-04-24 14:00:00.000,5.16
190818,36061NY09929,2020-04-24 15:00:00.000,6.6
190823,36061NY09929,2020-04-24 16:00:00.000,8.13
190828,36061NY09929,2020-04-24 17:00:00.000,7.46
190833,36061NY09929,2020-04-24 18:00:00.000,7.91
190838,36061NY09929,2020-04-24 19:00:00.000,6.69
190843,36061NY09929,2020-04-24 20:00:00.000,6.94
190848,36061NY09929,2020-04-24 21:00:00.000,7.08
190853,36061NY09929,2020-04-24 22:00:00.000,7.33
190858,36061NY09929,2020-04-24 23:00:00.000,7.69
190862,36061NY09929,2020-04-25 00:00:00.000,8.39
190867,36061NY09929,2020-04-25 01:00:00.000,9.0
190872,36061NY09929,2020-04-25 02:00:00.000,8.7
190877,36061NY09929,2020-04-25 03:00:00.000,9.95
190882,36061NY09929,2020-04-25 04:00:00.000,10.01
190887,36061NY09929,2020-04-25 05:00:00.000,9.52
190892,36061NY09929,2020-04-25 06:00:00.000,10.92
190897,36061NY09929,2020-04-25 07:00:00.000,11.61
190902,36061NY09929,2020-04-25 08:00:00.000,12.57
190907,36061NY09929,2020-04-25 09:00:00.000,11.91
190912,36061NY09929,2020-04-25 10:00:00.000,10.27
190917,36061NY09929,2020-04-25 11:00:00.000,11.33
190922,36061NY09929,2020-04-25 12:00:00.000,12.46
190927,36061NY09929,2020-04-25 13:00:00.000,11.03
190932,36061NY09929,2020-04-25 14:00:00.000,8.59
190937,36061NY09929,2020-04-25 15:00:00.000,8.46
190942,36061NY09929,2020-04-25 16:00:00.000,9.67
190947,36061NY09929,2020-04-25 17:00:00.000,11.49
190952,36061NY09929,2020-04-25 18:00:00.000,14.05
190957,36061NY09929,2020-04-25 19:00:00.000,10.28
190962,36061NY09929,2020-04-25 20:00:00.000,7.77
190967,36061NY09929,2020-04-25 21:00:00.000,6.24
190972,36061NY09929,2020-04-25 22:00:00.000,5.28
190977,36061NY09929,2020-04-25 23:00:00.000,5.71
190982,36061NY09929,2020-04-26 00:00:00.000,5.78
190987,36061NY09929,2020-04-26 01:00:00.000,5.46
190992,36061NY09929,2020-04-26 02:00:00.000,5.72
190997,36061NY09929,2020-04-26 03:00:00.000,6.77
191002,36061NY09929,2020-04-26 04:00:00.000,5.99
191007,36061NY09929,2020-04-26 05:00:00.000,7.85
191012,36061NY09929,2020-04-26 06:00:00.000,5.77
191017,36061NY09929,2020-04-26 07:00:00.000,6.28
191022,36061NY09929,2020-04-26 08:00:00.000,6.75
191027,36061NY09929,2020-04-26 09:00:00.000,6.61
191032,36061NY09929,2020-04-26 10:00:00.000,6.6
191037,36061NY09929,2020-04-26 11:00:00.000,5.82
191042,36061NY09929,2020-04-26 12:00:00.000,5.8
191047,36061NY09929,2020-04-26 13:00:00.000,5.31
191052,36061NY09929,2020-04-26 14:00:00.000,5.86
191057,36061NY09929,2020-04-26 15:00:00.000,5.69
191062,36061NY09929,2020-04-26 16:00:00.000,5.76
191067,36061NY09929,2020-04-26 17:00:00.000,5.24
191072,36061NY09929,2020-04-26 18:00:00.000,4.43
191077,36061NY09929,2020-04-26 19:00:00.000,3.95
191082,36061NY09929,2020-04-26 20:00:00.000,3.64
191087,36061NY09929,2020-04-26 21:00:00.000,4.87
191092,36061NY09929,2020-04-26 22:00:00.000,5.55
191097,36061NY09929,2020-04-26 23:00:00.000,5.38
191102,36061NY09929,2020-04-27 00:00:00.000,4.72
191107,36061NY09929,2020-04-27 01:00:00.000,4.31
191112,36061NY09929,2020-04-27 02:00:00.000,3.73
191117,36061NY09929,2020-04-27 03:00:00.000,3.53
191122,36061NY09929,2020-04-27 04:00:00.000,3.0
191127,36061NY09929,2020-04-27 05:00:00.000,2.99
191132,36061NY09929,2020-04-27 07:00:00.000,2.43
191137,36061NY09929,2020-04-27 08:00:00.000,2.34
191142,36061NY09929,2020-04-27 09:00:00.000,2.67
191147,36061NY09929,2020-04-27 10:00:00.000,3.67
191152,36061NY09929,2020-04-27 11:00:00.000,3.69
191157,36061NY09929,2020-04-27 12:00:00.000,3.73
191162,36061NY09929,2020-04-27 13:00:00.000,3.47
191167,36061NY09929,2020-04-27 14:00:00.000,3.92
191172,36061NY09929,2020-04-27 15:00:00.000,3.67
191177,36061NY09929,2020-04-27 16:00:00.000,3.32
191182,36061NY09929,2020-04-27 17:00:00.000,3.67
191187,36061NY09929,2020-04-27 18:00:00.000,3.28
191192,36061NY09929,2020-04-27 19:00:00.000,2.97
191197,36061NY09929,2020-04-27 20:00:00.000,3.32
191202,36061NY09929,2020-04-27 21:00:00.000,3.58
191207,36061NY09929,2020-04-27 22:00:00.000,3.59
191212,36061NY09929,2020-04-27 23:00:00.000,3.39
191217,36061NY09929,2020-04-28 00:00:00.000,3.47
191222,36061NY09929,2020-04-28 01:00:00.000,3.38
191227,36061NY09929,2020-04-28 02:00:00.000,3.44
191232,36061NY09929,2020-04-28 03:00:00.000,3.35
191236,36061NY09929,2020-04-28 04:00:00.000,3.39
191241,36061NY09929,2020-04-28 05:00:00.000,3.42
191246,36061NY09929,2020-04-28 06:00:00.000,3.14
191251,36061NY09929,2020-04-28 07:00:00.000,3.58
191256,36061NY09929,2020-04-28 08:00:00.000,4.1
191260,36061NY09929,2020-04-28 09:00:00.000,5.26
191265,36061NY09929,2020-04-28 10:00:00.000,4.59
191270,36061NY09929,2020-04-28 11:00:00.000,5.15
191275,36061NY09929,2020-04-28 12:00:00.000,4.89
191280,36061NY09929,2020-04-28 13:00:00.000,5.16
191285,36061NY09929,2020-04-28 14:00:00.000,4.65
191289,36061NY09929,2020-04-28 15:00:00.000,4.78
191294,36061NY09929,2020-04-28 16:00:00.000,4.59
191299,36061NY09929,2020-04-28 17:00:00.000,5.11
191304,36061NY09929,2020-04-28 18:00:00.000,4.95
191309,36061NY09929,2020-04-28 19:00:00.000,5.45
191314,36061NY09929,2020-04-28 20:00:00.000,6.78
191319,36061NY09929,2020-04-28 21:00:00.000,6.66
191324,36061NY09929,2020-04-28 22:00:00.000,6.13
191329,36061NY09929,2020-04-28 23:00:00.000,6.82
191334,36061NY09929,2020-04-29 00:00:00.000,7.42
191339,36061NY09929,2020-04-29 01:00:00.000,8.04
191344,36061NY09929,2020-04-29 02:00:00.000,8.5
191349,36061NY09929,2020-04-29 03:00:00.000,8.5
191354,36061NY09929,2020-04-29 04:00:00.000,8.81
191359,36061NY09929,2020-04-29 05:00:00.000,8.31
191363,36061NY09929,2020-04-29 06:00:00.000,8.71
191368,36061NY09929,2020-04-29 07:00:00.000,8.65
191373,36061NY09929,2020-04-29 08:00:00.000,8.56
191378,36061NY09929,2020-04-29 09:00:00.000,8.1
191383,36061NY09929,2020-04-29 10:00:00.000,7.9
191388,36061NY09929,2020-04-29 11:00:00.000,9.15
191393,36061NY09929,2020-04-29 12:00:00.000,8.23
191398,36061NY09929,2020-04-29 13:00:00.000,7.43
191403,36061NY09929,2020-04-29 14:00:00.000,7.06
191408,36061NY09929,2020-04-29 15:00:00.000,8.39
191413,36061NY09929,2020-04-29 16:00:00.000,9.8
191418,36061NY09929,2020-04-29 17:00:00.000,7.43
191423,36061NY09929,2020-04-29 18:00:00.000,5.92
191428,36061NY09929,2020-04-29 19:00:00.000,5.68
191433,36061NY09929,2020-04-29 20:00:00.000,7.24
191438,36061NY09929,2020-04-29 21:00:00.000,5.7
191443,36061NY09929,2020-04-29 22:00:00.000,6.01
191448,36061NY09929,2020-04-29 23:00:00.000,6.0
191453,36061NY09929,2020-04-30 00:00:00.000,5.86
191458,36061NY09929,2020-04-30 01:00:00.000,5.63
191463,36061NY09929,2020-04-30 02:00:00.000,5.7
191468,36061NY09929,2020-04-30 03:00:00.000,5.22
191473,36061NY09929,2020-04-30 04:00:00.000,4.96
191478,36061NY09929,2020-04-30 05:00:00.000,4.9
191483,36061NY09929,2020-04-30 06:00:00.000,5.16
191488,36061NY09929,2020-04-30 07:00:00.000,5.39
191493,36061NY09929,2020-04-30 08:00:00.000,4.87
191498,36061NY09929,2020-04-30 09:00:00.000,4.82
191503,36061NY09929,2020-04-30 10:00:00.000,6.02
191508,36061NY09929,2020-04-30 11:00:00.000,7.61
191513,36061NY09929,2020-04-30 12:00:00.000,5.58
191518,36061NY09929,2020-04-30 13:00:00.000,6.57
191523,36061NY09929,2020-04-30 14:00:00.000,6.55
191528,36061NY09929,2020-04-30 15:00:00.000,6.43
191533,36061NY09929,2020-04-30 16:00:00.000,7.51
191538,36061NY09929,2020-04-30 17:00:00.000,7.69
191543,36061NY09929,2020-04-30 18:00:00.000,8.3
191548,36061NY09929,2020-04-30 19:00:00.000,7.47
191553,36061NY09929,2020-04-30 20:00:00.000,8.31
191558,36061NY09929,2020-04-30 21:00:00.000,7.18
191563,36061NY09929,2020-04-30 22:00:00.000,7.32
191568,36061NY09929,2020-04-30 23:00:00.000,7.07
191575,36061NY09929,2020-05-01 01:00:00.000,5.72
191580,36061NY09929,2020-05-01 02:00:00.000,5.75
191585,36061NY09929,2020-05-01 03:00:00.000,5.36
191590,36061NY09929,2020-05-01 04:00:00.000,5.53
191595,36061NY09929,2020-05-01 05:00:00.000,4.83
191600,36061NY09929,2020-05-01 06:00:00.000,3.96
191605,36061NY09929,2020-05-01 07:00:00.000,4.54
191610,36061NY09929,2020-05-01 08:00:00.000,5.62
191615,36061NY09929,2020-05-01 09:00:00.000,5.31
191620,36061NY09929,2020-05-01 10:00:00.000,6.09
191625,36061NY09929,2020-05-01 11:00:00.000,6.73
191630,36061NY09929,2020-05-01 12:00:00.000,6.29
191635,36061NY09929,2020-05-01 13:00:00.000,5.29
191640,36061NY09929,2020-05-01 14:00:00.000,4.95
191645,36061NY09929,2020-05-01 15:00:00.000,5.96
191650,36061NY09929,2020-05-01 16:00:00.000,7.53
191655,36061NY09929,2020-05-01 17:00:00.000,9.27
191660,36061NY09929,2020-05-01 18:00:00.000,11.38
191665,36061NY09929,2020-05-01 19:00:00.000,7.65
191670,36061NY09929,2020-05-01 20:00:00.000,4.01
191675,36061NY09929,2020-05-01 21:00:00.000,4.99
191680,36061NY09929,2020-05-01 22:00:00.000,4.74
191685,36061NY09929,2020-05-01 23:00:00.000,4.71
191690,36061NY09929,2020-05-02 00:00:00.000,6.02
191695,36061NY09929,2020-05-02 01:00:00.000,4.89
191700,36061NY09929,2020-05-02 02:00:00.000,4.57
191705,36061NY09929,2020-05-02 03:00:00.000,3.8
191710,36061NY09929,2020-05-02 04:00:00.000,3.49
191715,36061NY09929,2020-05-02 05:00:00.000,3.02
191720,36061NY09929,2020-05-02 06:00:00.000,3.01
191725,36061NY09929,2020-05-02 07:00:00.000,2.86
191730,36061NY09929,2020-05-02 08:00:00.000,2.9
191735,36061NY09929,2020-05-02 09:00:00.000,3.22
191740,36061NY09929,2020-05-02 10:00:00.000,3.53
191745,36061NY09929,2020-05-02 11:00:00.000,3.68
191750,36061NY09929,2020-05-02 12:00:00.000,4.01
191755,36061NY09929,2020-05-02 13:00:00.000,4.49
191760,36061NY09929,2020-05-02 14:00:00.000,4.54
191765,36061NY09929,2020-05-02 15:00:00.000,4.75
191770,36061NY09929,2020-05-02 16:00:00.000,4.76
191775,36061NY09929,2020-05-02 17:00:00.000,4.85
191780,36061NY09929,2020-05-02 18:00:00.000,5.0
191785,36061NY09929,2020-05-02 19:00:00.000,5.2
191790,36061NY09929,2020-05-02 20:00:00.000,5.32
191795,36061NY09929,2020-05-02 21:00:00.000,5.38
191800,36061NY09929,2020-05-02 22:00:00.000,5.62
191805,36061NY09929,2020-05-02 23:00:00.000,4.94
191810,36061NY09929,2020-05-03 00:00:00.000,5.86
191815,36061NY09929,2020-05-03 01:00:00.000,6.11
191820,36061NY09929,2020-05-03 02:00:00.000,6.51
191825,36061NY09929,2020-05-03 03:00:00.000,6.76
191830,36061NY09929,2020-05-03 04:00:00.000,6.99
191835,36061NY09929,2020-05-03 05:00:00.000,7.33
191840,36061NY09929,2020-05-03 06:00:00.000,6.49
191845,36061NY09929,2020-05-03 07:00:00.000,5.33
191850,36061NY09929,2020-05-03 08:00:00.000,5.15
191855,36061NY09929,2020-05-03 09:00:00.000,5.18
191860,36061NY09929,2020-05-03 10:00:00.000,5.21
191865,36061NY09929,2020-05-03 11:00:00.000,5.12
191870,36061NY09929,2020-05-03 12:00:00.000,5.49
191875,36061NY09929,2020-05-03 13:00:00.000,6.37
191880,36061NY09929,2020-05-03 14:00:00.000,6.83
191885,36061NY09929,2020-05-03 15:00:00.000,7.2
191890,36061NY09929,2020-05-03 16:00:00.000,7.4
191895,36061NY09929,2020-05-03 17:00:00.000,6.96
191900,36061NY09929,2020-05-03 18:00:00.000,6.34
191905,36061NY09929,2020-05-03 19:00:00.000,5.94
191910,36061NY09929,2020-05-03 20:00:00.000,6.45
191915,36061NY09929,2020-05-03 21:00:00.000,6.99
191920,36061NY09929,2020-05-03 22:00:00.000,8.38
191925,36061NY09929,2020-05-03 23:00:00.000,6.82
191930,36061NY09929,2020-05-04 00:00:00.000,6.73
191935,36061NY09929,2020-05-04 01:00:00.000,7.14
191940,36061NY09929,2020-05-04 02:00:00.000,6.65
191945,36061NY09929,2020-05-04 03:00:00.000,7.27
191950,36061NY09929,2020-05-04 04:00:00.000,8.49
191955,36061NY09929,2020-05-04 05:00:00.000,7.79
191960,36061NY09929,2020-05-04 07:00:00.000,5.08
191965,36061NY09929,2020-05-04 08:00:00.000,5.16
191970,36061NY09929,2020-05-04 09:00:00.000,5.5
191975,36061NY09929,2020-05-04 10:00:00.000,5.45
191980,36061NY09929,2020-05-04 11:00:00.000,5.23
191985,36061NY09929,2020-05-04 12:00:00.000,4.52
191990,36061NY09929,2020-05-04 13:00:00.000,5.04
191995,36061NY09929,2020-05-04 14:00:00.000,4.65
192000,36061NY09929,2020-05-04 15:00:00.000,4.65
192005,36061NY09929,2020-05-04 16:00:00.000,4.34
192010,36061NY09929,2020-05-04 17:00:00.000,3.92
192015,36061NY09929,2020-05-04 18:00:00.000,3.26
192020,36061NY09929,2020-05-04 19:00:00.000,3.73
192025,36061NY09929,2020-05-04 20:00:00.000,3.96
192030,36061NY09929,2020-05-04 21:00:00.000,4.09
192035,36061NY09929,2020-05-04 22:00:00.000,4.03
192040,36061NY09929,2020-05-04 23:00:00.000,3.36
192045,36061NY09929,2020-05-05 00:00:00.000,3.13
192050,36061NY09929,2020-05-05 01:00:00.000,3.14
192055,36061NY09929,2020-05-05 02:00:00.000,3.34
192060,36061NY09929,2020-05-05 03:00:00.000,3.54
192065,36061NY09929,2020-05-05 04:00:00.000,3.74
192070,36061NY09929,2020-05-05 05:00:00.000,3.97
192075,36061NY09929,2020-05-05 06:00:00.000,4.01
192080,36061NY09929,2020-05-05 07:00:00.000,3.85
192085,36061NY09929,2020-05-05 08:00:00.000,3.93
192090,36061NY09929,2020-05-05 09:00:00.000,4.22
192095,36061NY09929,2020-05-05 10:00:00.000,4.73
192100,36061NY09929,2020-05-05 11:00:00.000,4.79
192105,36061NY09929,2020-05-05 12:00:00.000,4.8
192110,36061NY09929,2020-05-05 13:00:00.000,4.51
192115,36061NY09929,2020-05-05 14:00:00.000,4.36
192120,36061NY09929,2020-05-05 15:00:00.000,4.46
192125,36061NY09929,2020-05-05 16:00:00.000,4.79
192130,36061NY09929,2020-05-05 17:00:00.000,4.99
192135,36061NY09929,2020-05-05 18:00:00.000,5.26
192140,36061NY09929,2020-05-05 19:00:00.000,5.51
192145,36061NY09929,2020-05-05 20:00:00.000,5.74
192150,36061NY09929,2020-05-05 21:00:00.000,5.39
192155,36061NY09929,2020-05-05 22:00:00.000,5.19
192160,36061NY09929,2020-05-05 23:00:00.000,5.31
192165,36061NY09929,2020-05-06 00:00:00.000,4.91
192170,36061NY09929,2020-05-06 01:00:00.000,4.59
192175,36061NY09929,2020-05-06 02:00:00.000,6.07
192180,36061NY09929,2020-05-06 03:00:00.000,6.04
192185,36061NY09929,2020-05-06 04:00:00.000,6.17
192190,36061NY09929,2020-05-06 05:00:00.000,7.27
192194,36061NY09929,2020-05-06 06:00:00.000,6.9
192197,36061NY09929,2020-05-06 07:00:00.000,6.69
192202,36061NY09929,2020-05-06 08:00:00.000,6.62
192207,36061NY09929,2020-05-06 09:00:00.000,4.95
192212,36061NY09929,2020-05-06 10:00:00.000,4.43
192217,36061NY09929,2020-05-06 11:00:00.000,5.33
192222,36061NY09929,2020-05-06 12:00:00.000,4.66
192227,36061NY09929,2020-05-06 13:00:00.000,5.25
192232,36061NY09929,2020-05-06 14:00:00.000,5.38
192237,36061NY09929,2020-05-06 15:00:00.000,5.95
192242,36061NY09929,2020-05-06 16:00:00.000,6.62
192247,36061NY09929,2020-05-06 17:00:00.000,5.97
192252,36061NY09929,2020-05-06 18:00:00.000,6.08
192257,36061NY09929,2020-05-06 19:00:00.000,5.86
192262,36061NY09929,2020-05-06 20:00:00.000,6.89
192267,36061NY09929,2020-05-06 21:00:00.000,6.02
192272,36061NY09929,2020-05-06 22:00:00.000,6.91
192277,36061NY09929,2020-05-06 23:00:00.000,6.49
192282,36061NY09929,2020-05-07 00:00:00.000,6.75
192287,36061NY09929,2020-05-07 01:00:00.000,8.66
192292,36061NY09929,2020-05-07 02:00:00.000,8.85
192297,36061NY09929,2020-05-07 03:00:00.000,7.93
192302,36061NY09929,2020-05-07 04:00:00.000,7.89
192307,36061NY09929,2020-05-07 05:00:00.000,7.46
192312,36061NY09929,2020-05-07 06:00:00.000,5.58
192317,36061NY09929,2020-05-07 07:00:00.000,4.93
192322,36061NY09929,2020-05-07 08:00:00.000,4.95
192327,36061NY09929,2020-05-07 09:00:00.000,5.34
192332,36061NY09929,2020-05-07 10:00:00.000,5.83
192337,36061NY09929,2020-05-07 11:00:00.000,6.36
192342,36061NY09929,2020-05-07 12:00:00.000,6.33
192347,36061NY09929,2020-05-07 13:00:00.000,6.11
192352,36061NY09929,2020-05-07 14:00:00.000,5.52
192357,36061NY09929,2020-05-07 15:00:00.000,5.11
192362,36061NY09929,2020-05-07 16:00:00.000,5.11
192367,36061NY09929,2020-05-07 17:00:00.000,4.89
192372,36061NY09929,2020-05-07 18:00:00.000,4.89
192377,36061NY09929,2020-05-07 19:00:00.000,4.94
192382,36061NY09929,2020-05-07 20:00:00.000,5.49
192387,36061NY09929,2020-05-07 21:00:00.000,5.77
192392,36061NY09929,2020-05-07 22:00:00.000,6.26
192397,36061NY09929,2020-05-07 23:00:00.000,5.7
192402,36061NY09929,2020-05-08 00:00:00.000,5.76
192407,36061NY09929,2020-05-08 01:00:00.000,5.88
192412,36061NY09929,2020-05-08 02:00:00.000,5.84
192417,36061NY09929,2020-05-08 03:00:00.000,5.06
192422,36061NY09929,2020-05-08 04:00:00.000,4.38
192427,36061NY09929,2020-05-08 05:00:00.000,4.22
192432,36061NY09929,2020-05-08 06:00:00.000,3.92
192437,36061NY09929,2020-05-08 07:00:00.000,3.92
192442,36061NY09929,2020-05-08 08:00:00.000,3.59
192447,36061NY09929,2020-05-08 09:00:00.000,3.59
192452,36061NY09929,2020-05-08 10:00:00.000,4.25
192457,36061NY09929,2020-05-08 11:00:00.000,4.32
192462,36061NY09929,2020-05-08 12:00:00.000,4.54
192467,36061NY09929,2020-05-08 13:00:00.000,5.01
192472,36061NY09929,2020-05-08 14:00:00.000,4.93
192477,36061NY09929,2020-05-08 15:00:00.000,4.89
192482,36061NY09929,2020-05-08 16:00:00.000,7.31
192487,36061NY09929,2020-05-08 17:00:00.000,6.46
192492,36061NY09929,2020-05-08 18:00:00.000,7.46
192497,36061NY09929,2020-05-08 19:00:00.000,8.6
192502,36061NY09929,2020-05-08 20:00:00.000,9.52
192507,36061NY09929,2020-05-08 21:00:00.000,7.71
192512,36061NY09929,2020-05-08 22:00:00.000,7.13
192517,36061NY09929,2020-05-08 23:00:00.000,7.3
192522,36061NY09929,2020-05-09 00:00:00.000,6.29
192527,36061NY09929,2020-05-09 01:00:00.000,8.32
192532,36061NY09929,2020-05-09 02:00:00.000,10.59
192536,36061NY09929,2020-05-09 03:00:00.000,8.92
192541,36061NY09929,2020-05-09 04:00:00.000,2.58
192545,36061NY09929,2020-05-09 05:00:00.000,2.81
192548,36061NY09929,2020-05-09 06:00:00.000,3.02
192553,36061NY09929,2020-05-09 07:00:00.000,3.29
192558,36061NY09929,2020-05-09 08:00:00.000,3.13
192563,36061NY09929,2020-05-09 09:00:00.000,3.09
192568,36061NY09929,2020-05-09 10:00:00.000,3.33
192573,36061NY09929,2020-05-09 11:00:00.000,3.01
192578,36061NY09929,2020-05-09 12:00:00.000,3.51
192583,36061NY09929,2020-05-09 13:00:00.000,3.27
192588,36061NY09929,2020-05-09 14:00:00.000,3.54
192593,36061NY09929,2020-05-09 15:00:00.000,3.46
192598,36061NY09929,2020-05-09 16:00:00.000,3.44
192603,36061NY09929,2020-05-09 17:00:00.000,3.28
192608,36061NY09929,2020-05-09 18:00:00.000,3.4
192613,36061NY09929,2020-05-09 19:00:00.000,3.44
192618,36061NY09929,2020-05-09 20:00:00.000,3.67
192623,36061NY09929,2020-05-09 21:00:00.000,3.71
192628,36061NY09929,2020-05-09 22:00:00.000,3.84
192633,36061NY09929,2020-05-09 23:00:00.000,3.82
192638,36061NY09929,2020-05-10 00:00:00.000,4.18
192643,36061NY09929,2020-05-10 01:00:00.000,3.43
192648,36061NY09929,2020-05-10 02:00:00.000,3.35
192653,36061NY09929,2020-05-10 03:00:00.000,3.29
192658,36061NY09929,2020-05-10 04:00:00.000,3.55
192663,36061NY09929,2020-05-10 05:00:00.000,3.7
192668,36061NY09929,2020-05-10 06:00:00.000,3.85
192673,36061NY09929,2020-05-10 07:00:00.000,4.22
192678,36061NY09929,2020-05-10 08:00:00.000,4.33
192683,36061NY09929,2020-05-10 09:00:00.000,5.48
192688,36061NY09929,2020-05-10 10:00:00.000,5.18
192693,36061NY09929,2020-05-10 11:00:00.000,5.48
192698,36061NY09929,2020-05-10 12:00:00.000,5.6
192703,36061NY09929,2020-05-10 13:00:00.000,5.78
192708,36061NY09929,2020-05-10 14:00:00.000,5.37
192713,36061NY09929,2020-05-10 15:00:00.000,5.17
192718,36061NY09929,2020-05-10 16:00:00.000,4.81
192723,36061NY09929,2020-05-10 17:00:00.000,4.92
192728,36061NY09929,2020-05-10 18:00:00.000,5.02
192733,36061NY09929,2020-05-10 19:00:00.000,5.43
192738,36061NY09929,2020-05-10 20:00:00.000,5.37
192743,36061NY09929,2020-05-10 21:00:00.000,5.15
192748,36061NY09929,2020-05-10 22:00:00.000,5.5
192753,36061NY09929,2020-05-10 23:00:00.000,5.57
192758,36061NY09929,2020-05-11 00:00:00.000,6.0
192763,36061NY09929,2020-05-11 01:00:00.000,5.96
192768,36061NY09929,2020-05-11 02:00:00.000,5.71
192773,36061NY09929,2020-05-11 03:00:00.000,5.56
192778,36061NY09929,2020-05-11 04:00:00.000,5.08
192783,36061NY09929,2020-05-11 05:00:00.000,4.22
192788,36061NY09929,2020-05-11 07:00:00.000,4.37
192793,36061NY09929,2020-05-11 08:00:00.000,4.61
192798,36061NY09929,2020-05-11 09:00:00.000,4.84
192803,36061NY09929,2020-05-11 10:00:00.000,6.81
192808,36061NY09929,2020-05-11 11:00:00.000,5.77
192813,36061NY09929,2020-05-11 12:00:00.000,7.45
192818,36061NY09929,2020-05-11 13:00:00.000,7.01
192823,36061NY09929,2020-05-11 14:00:00.000,6.18
192828,36061NY09929,2020-05-11 15:00:00.000,6.06
192833,36061NY09929,2020-05-11 16:00:00.000,5.42
192838,36061NY09929,2020-05-11 17:00:00.000,6.7
192842,36061NY09929,2020-05-11 18:00:00.000,4.89
192847,36061NY09929,2020-05-11 19:00:00.000,4.52
192852,36061NY09929,2020-05-11 20:00:00.000,5.07
192857,36061NY09929,2020-05-11 21:00:00.000,4.55
192862,36061NY09929,2020-05-11 22:00:00.000,5.22
192867,36061NY09929,2020-05-11 23:00:00.000,3.91
192872,36061NY09929,2020-05-12 00:00:00.000,3.71
192877,36061NY09929,2020-05-12 01:00:00.000,3.28
192882,36061NY09929,2020-05-12 02:00:00.000,3.25
192891,36061NY09929,2020-05-12 04:00:00.000,3.52
192896,36061NY09929,2020-05-12 05:00:00.000,3.18
192901,36061NY09929,2020-05-12 06:00:00.000,3.31
192906,36061NY09929,2020-05-12 07:00:00.000,3.18
192911,36061NY09929,2020-05-12 08:00:00.000,3.31
192916,36061NY09929,2020-05-12 09:00:00.000,3.89
192921,36061NY09929,2020-05-12 10:00:00.000,5.05
192926,36061NY09929,2020-05-12 11:00:00.000,5.26
192931,36061NY09929,2020-05-12 12:00:00.000,5.27
192936,36061NY09929,2020-05-12 13:00:00.000,4.94
192941,36061NY09929,2020-05-12 14:00:00.000,5.07
192945,36061NY09929,2020-05-12 15:00:00.000,5.19
192949,36061NY09929,2020-05-12 16:00:00.000,4.86
192954,36061NY09929,2020-05-12 17:00:00.000,5.2
192959,36061NY09929,2020-05-12 18:00:00.000,5.94
192964,36061NY09929,2020-05-12 19:00:00.000,6.18
192969,36061NY09929,2020-05-12 20:00:00.000,6.16
192974,36061NY09929,2020-05-12 21:00:00.000,5.99
192979,36061NY09929,2020-05-12 22:00:00.000,6.34
192984,36061NY09929,2020-05-12 23:00:00.000,5.75
192989,36061NY09929,2020-05-13 00:00:00.000,5.89
192994,36061NY09929,2020-05-13 01:00:00.000,6.0
192999,36061NY09929,2020-05-13 02:00:00.000,5.92
193004,36061NY09929,2020-05-13 03:00:00.000,5.23
193009,36061NY09929,2020-05-13 04:00:00.000,4.85
193014,36061NY09929,2020-05-13 05:00:00.000,5.62
193019,36061NY09929,2020-05-13 06:00:00.000,4.85
193024,36061NY09929,2020-05-13 07:00:00.000,4.16
193029,36061NY09929,2020-05-13 08:00:00.000,4.2
193034,36061NY09929,2020-05-13 09:00:00.000,4.48
193039,36061NY09929,2020-05-13 10:00:00.000,5.02
193044,36061NY09929,2020-05-13 11:00:00.000,5.26
193049,36061NY09929,2020-05-13 12:00:00.000,6.06
193054,36061NY09929,2020-05-13 13:00:00.000,5.28
193059,36061NY09929,2020-05-13 14:00:00.000,5.25
193064,36061NY09929,2020-05-13 15:00:00.000,5.74
193069,36061NY09929,2020-05-13 16:00:00.000,5.7
193074,36061NY09929,2020-05-13 17:00:00.000,5.29
193079,36061NY09929,2020-05-13 18:00:00.000,5.35
193084,36061NY09929,2020-05-13 19:00:00.000,5.88
193089,36061NY09929,2020-05-13 20:00:00.000,5.76
193094,36061NY09929,2020-05-13 21:00:00.000,5.88
193099,36061NY09929,2020-05-13 22:00:00.000,6.08
193104,36061NY09929,2020-05-13 23:00:00.000,6.63
193109,36061NY09929,2020-05-14 00:00:00.000,6.99
193114,36061NY09929,2020-05-14 01:00:00.000,7.67
193119,36061NY09929,2020-05-14 02:00:00.000,5.58
193124,36061NY09929,2020-05-14 03:00:00.000,5.03
193128,36061NY09929,2020-05-14 04:00:00.000,4.83
193133,36061NY09929,2020-05-14 05:00:00.000,4.83
193138,36061NY09929,2020-05-14 06:00:00.000,5.17
193143,36061NY09929,2020-05-14 07:00:00.000,5.49
193148,36061NY09929,2020-05-14 08:00:00.000,6.01
193153,36061NY09929,2020-05-14 09:00:00.000,7.31
193158,36061NY09929,2020-05-14 10:00:00.000,6.92
193163,36061NY09929,2020-05-14 11:00:00.000,10.38
193168,36061NY09929,2020-05-14 12:00:00.000,6.59
193173,36061NY09929,2020-05-14 13:00:00.000,6.67
193178,36061NY09929,2020-05-14 14:00:00.000,5.76
193183,36061NY09929,2020-05-14 15:00:00.000,5.87
